date,WaterLevelElevation,PPT_mm,Tmin_deg,Tmean_deg,Tmax_deg,Tdmean_deg,vpdmin_hPa,vpdmax_hPa
6/21/2005,682.75,0,20.5,27.1,33.7,19.1,2.7,32.07
6/22/2005,682.25,0,19.9,26.7,33.5,17,3.22,34.02
6/23/2005,681.62,0,21.1,27.4,33.8,17.5,2,35.66
6/24/2005,680.83,0,19.8,26.9,34.1,18.1,1.67,34.42
6/25/2005,680.62,0,20.7,27.4,34,19,0.99,33.2
6/26/2005,680.38,0,21.8,28,34.3,19.8,0.98,34.15
6/27/2005,680,0,21.4,27.7,34,19.5,1.49,32.93
6/28/2005,679.71,0,21.6,28,34.4,19.4,1.82,34.37
6/29/2005,679.31,0,22.3,28.5,34.6,19.5,1.97,35.31
6/30/2005,678.95,0,23.8,29.5,35.1,20.8,2.04,34.58
7/1/2005,678.54,0,23.7,29.9,36.2,21.8,2.23,36.93
7/2/2005,678.17,0,23.7,30.4,37.1,21.5,0.88,41.73
7/3/2005,678.05,0,23.9,30.5,37.1,21.4,1.73,41.58
7/4/2005,677.81,0,24,30.8,37.6,22.1,2.31,41.78
7/5/2005,677.47,0,23,30.1,37.2,21.7,0.84,40.49
7/6/2005,677.01,0,23.2,29.7,36.2,19.8,2.26,39.14
7/7/2005,676.7,0,24.4,31.3,38.1,18.8,7.36,47.25
7/8/2005,676.39,0.09,23.8,31.3,38.9,19.2,4.58,50.95
7/9/2005,676.17,0,23.3,29.7,36.1,20.9,2.64,36.49
7/10/2005,676.15,0,22.2,28.9,35.7,20.3,1.5,36.95
7/11/2005,675.94,0,22.9,29.3,35.7,19.5,3.35,37.85
7/12/2005,675.49,0,24.3,30.8,37.3,20.6,2.31,42.31
7/13/2005,675.36,0,24.9,30.8,36.8,21.6,2.53,39.72
7/14/2005,675.48,0.53,25.7,31.4,37.1,22,3.69,40.94
7/15/2005,675.93,0,22.8,29.7,36.7,21.7,1.32,36.17
7/16/2005,677.44,8.5,22.9,28.1,33.4,22.5,0.79,24.8
7/17/2005,678.55,20.52,22.6,27.2,31.9,22.7,0.3,21.36
7/18/2005,679.47,16.41,22.6,27.2,31.7,23.8,0.17,18.78
7/19/2005,680.1,5.04,24,28.9,33.9,23.5,0.69,25.41
7/20/2005,680.63,0,24.4,29.4,34.4,22.6,1.13,29.37
7/21/2005,681.24,7.27,23.8,27.1,30.4,23.5,0.93,14.89
7/22/2005,681.46,0.59,23.7,28.3,33,23.8,0.2,22.53
7/23/2005,681.63,0,24.4,29.6,34.8,22.8,1.44,30.48
7/24/2005,681.81,0,23.4,28.9,34.4,22.8,0.85,28.72
7/25/2005,681.75,2.73,23.6,28.4,33.2,23.1,0.63,22.96
7/26/2005,681.41,0,23.5,28.7,33.9,21.7,0.74,29.45
7/27/2005,681.27,0,23.3,28.4,33.6,22.6,0.68,25.54
7/28/2005,681.45,10.17,23.4,29.3,35.3,22.4,1.42,33.43
7/29/2005,681.64,0.01,23.6,28.7,33.9,21.9,2.41,28.57
7/30/2005,681.83,0,22.9,29.1,35.2,21.5,2.15,34.41
7/31/2005,681.89,0,23,28.9,34.9,21.9,1.29,31.09
8/1/2005,681.56,0,20.8,28.1,35.5,17.2,2.55,40.71
8/2/2005,681.04,0,21.7,28.5,35.4,19,3.42,38.25
8/3/2005,680.89,0,23.2,29.3,35.3,21,2.59,33.74
8/4/2005,680.36,0,23.6,29.8,36,21.2,1.8,37.56
8/5/2005,680.04,0,23.6,29.6,35.7,21.5,2.6,36.62
8/6/2005,680.17,1.44,21.8,27.2,32.6,21.7,1.14,23.15
8/7/2005,679.98,0,22.8,28.8,34.7,21.1,2.34,32.04
8/8/2005,679.46,0,24,29.7,35.4,20.9,3.16,36.76
8/9/2005,678.94,0.69,23.7,30,36.2,21.4,1.88,38.95
8/10/2005,680.03,3.85,24.4,29.6,34.8,22.3,1.95,33.46
8/11/2005,680.52,32.89,21.8,24.9,28.1,22.4,0.25,10.49
8/12/2005,680.8,0,24.2,29.4,34.6,21.8,1.99,34.36
8/13/2005,681.05,0,24.9,30.1,35.2,21.6,2.58,36.14
8/14/2005,681.6,3.87,24.6,29.3,34,23.1,1.43,29
8/15/2005,681.48,0,25.9,30.7,35.5,23.1,2.76,33.62
8/16/2005,681.25,0.03,25.6,30.4,35.1,23.4,2.35,31.37
8/17/2005,681.15,0,25.5,30.6,35.6,22.6,1.76,34.04
8/18/2005,680.9,0,24.9,29.9,35,21.8,2.37,34.47
8/19/2005,680.53,0,25.1,30.5,36,22.1,2.64,37.47
8/20/2005,680.51,0,25.3,30.8,36.3,22.6,3.08,37.52
8/21/2005,680.34,0,24,30.1,36.3,21.8,1.06,38.16
8/22/2005,679.86,0,24.4,30.3,36.1,21.5,2.29,37.79
8/23/2005,679.57,0,24.2,30.6,37.1,20.8,2.95,42.04
8/24/2005,679.22,0,24.1,30.6,37.1,21.4,2.8,40.26
8/25/2005,678.76,0,24.5,30.4,36.4,21.7,2.3,37.95
8/26/2005,678.27,0,25,30.8,36.5,22.3,2.55,37.46
8/27/2005,678.13,0,24.9,31.1,37.3,21.5,4.11,40.41
8/28/2005,678,0,24.3,31.3,38.2,21.1,4.74,44.2
8/29/2005,677.61,0,24.4,29.6,34.9,19.9,5.95,35.47
8/30/2005,677.67,0,22.2,28.3,34.4,19.7,4.96,31.94
8/31/2005,677.38,0,22.7,29.1,35.6,18.7,3.06,39.38
9/1/2005,677.19,0,23.4,30.6,37.7,19.5,2.07,48.18
9/2/2005,677.5,0,23,30.1,37.1,19.8,2.19,47.25
9/3/2005,678.21,0.46,22.3,28.9,35.6,21.4,1.34,34.62
9/4/2005,678.79,4.77,22.5,28.3,34,21.9,1.01,26.98
9/5/2005,678.81,0,22.5,28.4,34.3,20,1.57,32.75
9/6/2005,678.47,0,21.8,28.6,35.4,18.4,2.35,38.63
9/7/2005,678.76,0,20.7,27.5,34.3,19.7,0.91,34.3
9/8/2005,678.89,0,20.4,27,33.6,14.9,1.49,36.94
9/9/2005,678.83,0,21.5,27.7,34,17.9,2.51,33.98
9/10/2005,679.08,0,21.9,28.1,34.3,19.3,1.57,36.4
9/11/2005,680.04,7.03,23.8,28.6,33.5,22.9,1.18,25.72
9/12/2005,680.84,41.84,22.3,24.3,26.2,23.1,0,3.02
9/13/2005,681.24,0.07,22.7,27.7,32.8,23.2,0.12,23.15
9/14/2005,681.52,0,23.6,29,34.4,22.3,0.62,30.65
9/15/2005,681.54,0,24.9,29.9,34.9,22.5,2.24,31.78
9/16/2005,681.36,0,25.7,30.6,35.4,23.2,2.17,32.48
9/17/2005,680.64,0,24.9,30.3,35.7,22.3,1.69,36.72
9/18/2005,680.2,0,24.1,30.2,36.2,22,0.99,38.04
9/19/2005,679.6,0,24,30,36,21.7,1.4,38.27
9/20/2005,679.05,0,22.5,28.8,35.1,21.1,0.62,34.65
9/21/2005,678.77,0,22.1,28,33.9,20.2,0.9,31.36
9/22/2005,678.88,0,21.8,29,36.2,18.4,3.34,41.59
9/23/2005,678.72,0,22.1,29.7,37.2,17,5.47,45.76
9/24/2005,679.28,0,23.4,30.2,37,16.8,9.37,46.99
9/25/2005,678.81,0,22.5,30.3,38.2,17.9,6.19,48.48
9/26/2005,677.69,0,22.4,31.4,40.5,18.6,1.31,60.16
9/27/2005,676.9,0,23.2,31.4,39.6,18.4,2.5,56.04
9/28/2005,676.39,0,23.3,31.1,38.8,19.3,6.15,48.74
9/29/2005,675.97,0,25.5,32.5,39.6,19.5,5.61,53.57
9/30/2005,676.3,0,20.2,24.8,29.3,16.9,3.84,22.17
10/1/2005,676.25,0,20.4,26.5,32.7,21,1.87,24.96
10/2/2005,676.08,0,21.9,28.2,34.5,20.5,0.53,34.03
10/3/2005,675.84,0,22.6,28.3,34,21.9,0.74,30.68
10/4/2005,676,0.37,23.7,29,34.2,22,1.24,31.5
10/5/2005,676.08,0.99,23,28.2,33.3,22,1.03,26.83
10/6/2005,676.08,0,21.3,27.3,33.3,20.9,0.56,28.46
10/7/2005,676.53,0,12.6,20.8,28.9,13.7,1.37,19.9
10/8/2005,677,1.23,11,13,15.1,10.4,0.45,4.14
10/9/2005,677.27,0,11,18.7,26.4,8.2,1.84,24.34
10/10/2005,677.15,5.64,11.4,20.2,29,15.1,0.58,25.84
10/11/2005,677.86,0.56,19,22.3,25.7,19.9,0.34,10.55
10/12/2005,678.19,27.07,18,21.3,24.7,18.8,0.29,9.3
10/13/2005,678.64,0,18.3,24.1,30,18.7,0.51,22.74
10/14/2005,678.83,0,20.2,23.7,27.1,16.7,0.97,17.6
10/15/2005,679.07,0,15.7,22.5,29.3,14.5,1.9,25.96
10/16/2005,679.1,0,15.9,22.6,29.4,13.2,2.16,27.34
10/17/2005,678.81,0,15.2,22.2,29.1,15.1,1.18,23.21
10/18/2005,678.86,0,15.2,22.5,29.8,14.3,0.8,26.31
10/19/2005,678.9,0,15.5,23,30.6,15.1,0.5,29.88
10/20/2005,678.77,0,16.3,24,31.7,17,0.23,31.63
10/21/2005,678.3,0,17.7,24.6,31.4,16.8,0.78,29.25
10/22/2005,678.26,0,13.9,22,30.1,10.6,3.43,30.92
10/23/2005,678.64,0,11.8,19.7,27.6,10.4,1.47,24.94
10/24/2005,678.21,1.75,7.4,17.7,28.1,6.1,0.95,25.34
10/25/2005,678.43,0,3.2,11,18.8,0.4,1.24,16.53
10/26/2005,678.41,0,3.2,13.1,22.9,0.5,1.4,22.78
10/27/2005,678.31,0,5.7,15.2,24.7,7.2,1.39,22.41
10/28/2005,678.48,2.3,9.3,16.3,23.3,11.7,0.04,13.67
10/29/2005,678.8,0,9,16.3,23.6,5.9,1.43,21.32
10/30/2005,678.86,0,9.9,16.7,23.5,10.8,0.48,17.01
10/31/2005,678.68,0,15.8,21,26.3,16.6,0.88,15.99
11/1/2005,678.85,1.2,6.6,16.9,27.2,12.1,1.06,14.9
11/2/2005,678.91,0,5,14.2,23.3,3.1,0.93,22.52
11/3/2005,678.79,0,5.1,15.5,25.8,1.7,0.56,29.02
11/4/2005,678.68,0,7,16.9,26.8,11.5,0.09,24.35
11/5/2005,678.8,0,12.2,20.1,27.9,15,0,23.3
11/6/2005,678.67,0,17.1,23.5,29.9,16.5,0.28,26.78
11/7/2005,678.14,0,20.1,25.1,30.1,19.3,0.45,23.46
11/8/2005,678,0.14,21.5,26.1,30.7,20.2,0.64,24.46
11/9/2005,678.04,0,21.7,26.1,30.5,20.4,1.07,22.69
11/10/2005,677.95,0,19.2,24.6,30,18.9,1.41,19.52
11/11/2005,678.03,0,17.7,21.6,25.6,12.7,3.54,18.3
11/12/2005,678.11,0,18.6,23.5,28.5,18.2,1.38,18.78
11/13/2005,678.06,0,21,24.7,28.5,19.8,0.98,17.08
11/14/2005,677.88,0,20.2,24.7,29.1,19.8,0.7,17.8
11/15/2005,677.74,0,19.9,24.2,28.5,19.1,0.74,18.05
11/16/2005,677.77,0,6.3,16.8,27.2,6.8,0.51,19.4
11/17/2005,677.99,0,0.7,8.3,15.9,-8.7,2.54,15.64
11/18/2005,678,0,2.9,9.5,16.1,-5.4,4.2,15.09
11/19/2005,678.31,0,8.2,11.9,15.6,-2.1,5.21,12.51
11/20/2005,678.23,0,7.5,13,18.4,2.8,2.43,13.11
11/21/2005,677.93,0,2.9,11.4,19.9,-0.6,2.1,18.36
11/22/2005,677.87,0,2.9,13,23.1,-1.3,2.05,23.8
11/23/2005,677.75,0,3.5,15.1,26.8,0.8,1.77,29.4
11/24/2005,677.71,0,5.4,17.1,28.8,0.3,2.7,34.63
11/25/2005,678.02,0,8.7,18.3,27.8,7.6,0.06,27.73
11/26/2005,678.17,1.62,14,19.5,25,15.8,0.14,14.59
11/27/2005,678.69,2.38,14.1,18.5,23,15,0.05,11.72
11/28/2005,678.37,0,6.8,19.3,31.8,3.2,0.77,39.02
11/29/2005,678.21,0,-0.7,9.4,19.4,-7.2,1.71,20
11/30/2005,678.45,0,-0.3,8.8,18,-3.5,1.21,16.78
12/1/2005,678.26,0,2.9,13,23,9.7,0.31,15.46
12/2/2005,678.29,0,6.6,13.1,19.5,-2.6,3.65,17.63
12/3/2005,678.33,0,6.9,15.2,23.5,10.4,1.13,14.78
12/4/2005,678.72,0,14.9,21.6,28.2,17.1,0.42,20.15
12/5/2005,678.3,0,5.5,11.6,17.7,2,1.87,10.95
12/6/2005,678.27,0,-1.3,6.4,14.2,-5.8,1.27,13.11
12/7/2005,678.35,0,-0.8,7.2,15.2,1.3,1.2,12.34
12/8/2005,678.56,1.89,-2.5,4.3,11.2,-0.1,0.16,2.78
12/9/2005,678.59,0,-2,1,4,-10.1,1.85,5.38
12/10/2005,678.77,0,1,5,9,-8.3,4.05,8.99
12/11/2005,678.73,0,4,12.6,21.1,2.5,2.29,13.77
12/12/2005,678.52,0,3.3,10.9,18.4,-2,2.77,16.72
12/13/2005,679.01,0,4.8,12.9,21,1.9,1.2,18.04
12/14/2005,679.29,0,6.8,14.7,22.6,13.6,0.39,11.87
12/15/2005,679.3,0.76,3.8,11.7,19.6,5.8,0.8,9.98
12/16/2005,679.19,0,2.7,9.6,16.5,-7.2,3.14,16.38
12/17/2005,679.46,2.29,3.8,6.7,9.6,-3,1.5,8.71
12/18/2005,679.63,0,4.3,6.9,9.5,2.8,1.76,4.87
12/19/2005,679.53,0,5.7,9.9,14.1,3.7,1.55,7.76
12/20/2005,679.43,0,7.7,10.6,13.6,0.3,3.94,9.5
12/21/2005,679.34,0,3.8,8.5,13.3,2.2,1.62,7.39
12/22/2005,679.25,0,0.5,8.1,15.6,1,0.6,11.06
12/23/2005,679.18,0,0.6,9.5,18.4,2.1,0.75,13.48
12/24/2005,679.19,0,1.8,12.3,22.9,7.8,0.45,17.77
12/25/2005,679.25,0,4,13.4,22.8,-4.2,3.83,24.76
12/26/2005,679.28,0,2.9,13.8,24.7,-4.1,2.72,26.9
12/27/2005,679.04,0,2.3,14.4,26.6,5.1,0.95,26.43
12/28/2005,678.8,0,6.3,16.8,27.3,4.1,0.57,29.97
12/29/2005,678.6,0,5.3,15.4,25.5,-0.6,2.96,27.31
12/30/2005,678.3,0,5,14.4,23.9,7.1,1,21.84
12/31/2005,678.13,0,3.8,14.2,24.6,3.2,1.12,24.5
1/1/2006,677.9146555,0,3.4,13.8,24.3,9.5,0.34,18.85
1/2/2006,677.7004141,0,6.6,17.7,28.8,9.1,0.16,27.19
1/3/2006,677.49,0,6,17.6,29.2,-4.9,4.39,37.97
1/4/2006,677.13,0,5.8,17.7,29.7,2.8,2.07,34.05
1/5/2006,677.09,0,8.4,17.2,26.1,3.4,1.39,27.41
1/6/2006,676.94,0,3.7,12.4,21,-4.6,4,20.85
1/7/2006,677.17,0,1.1,10.8,20.5,-6.3,2.5,21.22
1/8/2006,676.98,0,1.1,13.3,25.5,-4,2.5,28.74
1/9/2006,676.45,0,4.8,15.3,25.8,5.9,0.66,25.3
1/10/2006,676.39,0,6.9,16.4,25.9,7.4,0.46,20.21
1/11/2006,676.3,0,0.3,9.3,18.2,-3.6,1.83,16.87
1/12/2006,676.49,0,0.4,11.6,22.9,4.5,1.06,20.75
1/13/2006,676.27,0,10.2,17.2,24.1,11.5,1.45,14.67
1/14/2006,676.43,0,0.2,10.4,20.5,-6.9,2.98,21.38
1/15/2006,676.6,0,0.4,10.3,20.3,-5.5,2.82,20.37
1/16/2006,676.69,0,10.9,17.2,23.4,10.3,2.51,17.07
1/17/2006,676.39,1.77,7.1,13.6,20,8.4,1.75,10.03
1/18/2006,676.46,0,-0.1,8.4,17,-5.9,1.85,16.52
1/19/2006,676.47,0,0.5,12,23.5,-0.5,1.58,25.41
1/20/2006,676.65,0,10.2,16.9,23.7,10.2,1,18.05
1/21/2006,676.35,0,8.8,17.1,25.5,7.7,1.45,18.7
1/22/2006,676.93,2.51,8.5,12.4,16.3,0.9,0.92,13.99
1/23/2006,676.94,4.23,8.2,9.7,11.3,7.2,0.44,3.12
1/24/2006,676.75,0,3.1,10.8,18.6,3.2,0.92,13.52
1/25/2006,676.84,0,3,12.5,21.9,-1.4,1.69,22.05
1/26/2006,676.79,0,5,13.1,21.3,-0.4,2.98,20.27
1/27/2006,676.56,0,11.4,15.2,19,5.9,1.8,13.64
1/28/2006,676.9,2.13,12.5,17.6,22.8,13.7,1.32,13.68
1/29/2006,677.13,1.17,7.5,14.4,21.4,13.5,0.08,7.27
1/30/2006,676.92,0,5.4,16.3,27.1,2.5,1.43,29.99
1/31/2006,676.94,0,3.6,13,22.4,-3.8,2.77,23.5
2/1/2006,676.48,0,3.4,13.7,23.9,6.1,1.08,21.97
2/2/2006,676.63,0.01,7.8,14.6,21.4,13,0.02,9.27
2/3/2006,676.28,0,6.7,17.7,28.6,1.9,0.78,34.74
2/4/2006,676.34,0,2.8,12.5,22.2,1.3,1.98,21.04
2/5/2006,676.09,0,2.1,13,24,-3.2,1.7,26.16
2/6/2006,675.68,0,3.3,15.3,27.3,4.8,2.23,27.93
2/7/2006,675.55,0,0.5,10.3,20.2,-4.7,2.36,20.3
2/8/2006,675.35,0,0.7,10.3,19.8,-5.2,2.23,19.68
2/9/2006,675.15,0,2.5,12.2,21.9,-2.7,2.01,22.5
2/10/2006,674.91,0,4.8,13.8,22.9,7.5,1.56,20.8
2/11/2006,675.06,1.54,4.6,12.1,19.5,5.1,0.6,7.04
2/12/2006,675.02,0,-3.6,4.5,12.6,-11,1.98,12.33
2/13/2006,674.8,0,-3.8,8,19.8,-10.9,1.9,21.18
2/14/2006,674.71,0,-0.4,9.3,19,-6.7,1.24,19.45
2/15/2006,674.2,0,1.8,13.3,24.8,6.2,0.97,24.58
2/16/2006,673.68,0,16.2,21.1,26,14.6,2.27,18.44
2/17/2006,673.5,1.89,8.9,18.6,28.4,14.3,1.34,21.12
2/18/2006,673.72,0.7,2.5,5.4,8.3,0.1,0.77,5.52
2/19/2006,674.04,0.4,-1.7,0.8,3.4,-1.5,0.34,2.29
2/20/2006,674.13,0.71,-1.6,1.5,4.6,0.1,0.06,2.69
2/21/2006,674.15,1.06,2.6,5.4,8.2,5.3,0.02,1.32
2/22/2006,674.3,0.39,7.2,10.6,14,10.5,0.07,1.66
2/23/2006,674.14,0.33,9.9,16.1,22.3,14,0.06,8.68
2/24/2006,674.01,0,9.7,17,24.4,2.4,1.92,26.21
2/25/2006,674.06,1.25,11.8,15.4,19,8.8,0.69,10.27
2/26/2006,674.24,11.89,9.6,15.6,21.7,11.6,0.11,9.91
2/27/2006,673.97,0,5.4,13.3,21.1,5,0.56,17.78
2/28/2006,673.74,0,6,15.3,24.7,9.4,0.43,20.76
3/1/2006,673.46,0,11.1,19.8,28.4,12.7,0.67,25.16
3/2/2006,672.99,0,11.9,21.4,31,13.6,0.64,31.31
3/3/2006,672.26,0,12.9,21.6,30.2,13.6,0.72,30.41
3/4/2006,672.13,0,11.4,19,26.7,13,0.02,18.97
3/5/2006,672,0,11.3,18,24.6,13.7,1.24,16.34
3/6/2006,671.2,0,17.1,23.2,29.4,16.1,1.24,25.3
3/7/2006,670.4,0,18.9,23.6,28.4,16.4,2.13,20.73
3/8/2006,670.77,0,19.2,23.8,28.3,16.5,2.43,22.57
3/9/2006,670.61,0,18.8,25.4,31.9,16,3.92,33.8
3/10/2006,669.9,0,7.7,18.1,28.4,-4.9,5.01,36.35
3/11/2006,669.86,0,10.6,22,33.4,9.3,1.51,46.12
3/12/2006,669.25,0,18.6,25.1,31.5,17.5,1.54,29.47
3/13/2006,668.42,0,17.3,24.2,31.1,18.3,2.75,24.5
3/14/2006,667.9,0,9,17.6,26.2,-7,6.85,31.82
3/15/2006,667.56,0,9.7,17.1,24.4,-4.6,7.07,27.97
3/16/2006,667.77,0.33,12.6,17.9,23.3,11.7,0.65,16.45
3/17/2006,667.57,0,18.3,22.8,27.3,16.5,0.66,17.03
3/18/2006,667.82,0.15,17.7,20.6,23.6,8.5,2.27,18.63
3/19/2006,667.93,0.05,18.8,23,27.2,17.4,0.71,18.73
3/20/2006,669.02,24.86,16.1,21.6,27.2,18.3,0.16,14.35
3/21/2006,669.95,0,7.4,16.8,26.2,2.7,2.26,28.21
3/22/2006,670.47,0,7.1,14.7,22.4,-0.8,3.48,22.67
3/23/2006,670.73,2.35,6.6,10.6,14.6,3.2,1.36,8.71
3/24/2006,670.88,0,0.6,7.3,14,-0.2,1.19,10.11
3/25/2006,671.38,0,0.5,9.3,18.1,-2.5,1.28,16.56
3/26/2006,671.36,0,2.4,12.3,22.2,-0.9,1.38,22.56
3/27/2006,671.09,0,6.3,15,23.8,10.5,1.21,17.51
3/28/2006,671.81,5.75,17.8,19.5,21.3,16.7,0.65,7.45
3/29/2006,672.31,2.76,15.2,19.3,23.5,14.8,0.75,11.06
3/30/2006,672.62,0,15.3,21.3,27.4,16.5,1.57,18.88
3/31/2006,672.4,0,18.7,23.4,28.1,17.7,1.18,19.42
4/1/2006,672.11,0,20.3,24.2,28.1,19,1.8,17.42
4/2/2006,671.88,0,21.2,26.4,31.6,18.5,2.3,28.38
4/3/2006,671.14,0,19.2,26,32.8,17.8,1.54,31.53
4/4/2006,670.91,0,20,26.4,32.7,16.2,2.58,29.58
4/5/2006,670.47,0,19.2,25.4,31.7,15.3,3.58,31.05
4/6/2006,670.11,0,18.9,25.3,31.7,16.3,2.29,31.25
4/7/2006,669.72,0,19,25.4,31.8,17.6,1.15,28.13
4/8/2006,669.27,0,13.6,24.8,36,1.2,2.74,55.81
4/9/2006,668.87,0,9.9,17.9,25.9,5,2.6,25.73
4/10/2006,668.21,0,10.3,19.5,28.6,8.3,1.08,30.69
4/11/2006,667.7,0,12.4,20.8,29.3,10.4,1.12,31.25
4/12/2006,667.28,0,15,22,29,14.2,1.87,25.68
4/13/2006,666.76,0,19,24,29.1,17,2.35,23.23
4/14/2006,666.26,0,14.7,22.6,30.6,14,1.24,29.79
4/15/2006,665.67,0,16.5,24.2,31.9,14.6,1.97,35.46
4/16/2006,665.3,0,19.6,26.5,33.5,16.1,3.58,37.68
4/17/2006,664.71,0,20.9,27.8,34.8,18.3,2.84,37.04
4/18/2006,663.71,0,20.2,28.7,37.1,18.2,1.09,47.63
4/19/2006,663.19,0,20.3,28.6,36.8,18.5,1.48,44.68
4/20/2006,662.74,1.33,20.7,28.1,35.5,18.7,1.75,40.4
4/21/2006,664.12,22.72,17.6,22.7,27.7,18.4,0.33,17.04
4/22/2006,664.94,0,17.8,23.9,30,16.2,1,27.44
4/23/2006,664.95,0,19.3,25.6,32,18.1,1.46,28.4
4/24/2006,664.56,0,21.4,26.2,31,19.2,2.49,25.05
4/25/2006,664.46,0,22,26,29.9,20.3,1.92,19.03
4/26/2006,664.67,0,16.7,23,29.3,15.2,1.88,17.04
4/27/2006,664.37,0,15.1,21.1,27.1,9.9,3.97,24.51
4/28/2006,664.44,0,15.5,20.3,25,16.2,2.41,13.84
4/29/2006,665.25,4.39,15.9,23,30.1,18.5,0.91,21.04
4/30/2006,665.93,0,11.8,20.3,28.8,9.6,1.96,29.77
5/1/2006,665.39,0,12.9,22.8,32.8,7.2,2.21,43.6
5/2/2006,664.58,3.59,18.2,25.9,33.6,18.4,2.68,34.26
5/3/2006,664.7,0,19.3,26.5,33.7,18.9,2.06,32.68
5/4/2006,664.67,0,21,26.7,32.4,18.8,2.75,29.18
5/5/2006,665.5,17.02,17.2,25.2,33.3,18.5,0.34,31.41
5/6/2006,669.1,1.94,18,25.1,32.1,18.6,1.75,25.77
5/7/2006,670.1,10.48,16.7,22.2,27.6,18.8,0.12,14.35
5/8/2006,670.03,0,20.7,24.9,29,19.6,3.14,16.48
5/9/2006,670.38,0,21.8,26.2,30.5,21.4,2.04,17.26
5/10/2006,669.91,0,23.7,29.3,34.8,22.6,1.79,28.99
5/11/2006,669.35,0,15.1,25.3,35.6,16,4.1,36.01
5/12/2006,668.86,0,12.6,20.7,28.9,4.9,4.02,32.83
5/13/2006,668.25,0,15,22.9,30.9,8.4,3.17,36.59
5/14/2006,667.47,0,18.5,26.6,34.8,18.3,2.71,37.81
5/15/2006,667.38,0,18.9,25,31.2,18.1,3.25,21.66
5/16/2006,666.44,0,13.2,20.9,28.6,8.1,3.99,29.73
5/17/2006,665.07,0,14.8,22.8,30.8,7.8,5.71,35.61
5/18/2006,664.09,0,15.2,24.1,33,8,5.04,42.58
5/19/2006,663.47,0,17.8,26,34.2,11.9,4.26,43.17
5/20/2006,662.28,0,18.3,27.3,36.2,13.6,2.66,48.85
5/21/2006,661.68,0,20,27.3,34.5,16.1,2.79,39.54
5/22/2006,660.51,0,19.6,26.6,33.6,16.2,1.8,40.6
5/23/2006,659.53,0,20.2,26.9,33.7,17.1,1.84,37.9
5/24/2006,658.67,0,21.7,27.9,34,18.1,3,34.92
5/25/2006,657.89,0,23.4,28.9,34.4,19,4.21,35.51
5/26/2006,657.22,0,23.4,29.2,35,19,4.15,37.86
5/27/2006,656.64,0,23.7,29.4,35.2,19.2,4.8,38.38
5/28/2006,658.1,14.86,18.9,27.1,35.4,19.1,0.31,39.55
5/29/2006,658.9,0,21.6,26.4,31.2,18.7,2.98,27.02
5/30/2006,659.35,1.51,19.2,27,34.7,19.2,1.57,33.84
5/31/2006,659.56,0,19.8,25.6,31.4,18.7,1.8,25.29
6/1/2006,659.75,1.32,20.4,24.5,28.6,18.7,1.84,17.79
6/2/2006,660.12,0.72,19,23.4,27.9,19.1,1.19,16.36
6/3/2006,660.08,0,19.8,26.1,32.4,18.2,2.1,31.93
6/4/2006,659.44,0,21.1,27.6,34,17.4,3.54,36.73
6/5/2006,658.45,0,20.8,27.6,34.4,18,2.59,36.75
6/6/2006,657.36,0,20.7,27.7,34.7,18.2,1.87,37.95
6/7/2006,657.11,0,21.3,28.4,35.5,18.5,1.86,41.86
6/8/2006,656.28,0,21.7,28.7,35.7,18.3,2.98,39.87
6/9/2006,655.46,0,21,28.4,35.8,17.8,4.25,40.8
6/10/2006,655.12,0,21.1,28.1,35.1,16.7,4.49,40.13
6/11/2006,654.84,0,23.2,29.1,35,17.2,4.08,41.15
6/12/2006,653.99,0,21.7,28.7,35.8,18,2.91,42.71
6/13/2006,653.33,0,20.5,28.2,35.8,16.3,5.07,43.19
6/14/2006,652.27,0,22,29.9,37.9,14.1,9.13,52.22
6/15/2006,651.64,0,23.9,30.2,36.6,18,3.55,43.36
6/16/2006,651.46,0,24.3,30.2,36,19.9,3.8,41.25
6/17/2006,652.91,8.57,25.9,31,36.1,21.3,4,41.14
6/18/2006,655.3,35.43,19.5,27.2,34.9,21.4,0.35,32.17
6/19/2006,655.63,0,20.6,27.4,34.2,20.6,1.9,32.21
6/20/2006,655.89,0,24.2,30.1,35.9,20.6,3.45,40.19
6/21/2006,655.91,0,24.2,28.1,32,21.4,3.31,23.24
6/22/2006,655.01,0,23.9,28.8,33.6,21.2,2.97,29.55
6/23/2006,654.26,0,23.8,29.1,34.3,21.6,2.76,31.05
6/24/2006,653.64,0,23.9,29.6,35.3,20.5,3.15,37.27
6/25/2006,653.47,0,23.3,28.1,32.9,20.1,4.38,29.18
6/26/2006,653.05,0.09,22.3,29.3,36.3,17.3,5.54,42.8
6/27/2006,652.31,0,19.5,27.1,34.8,13.4,7.8,40.31
6/28/2006,651.68,0,18.4,25.9,33.3,10.8,7.23,39.22
6/29/2006,650.98,0,20.3,27.3,34.3,13.2,3.83,43.2
6/30/2006,650.4,0,22.6,28.4,34.2,17.1,3.41,39.13
7/1/2006,652.04,0,21.8,28.4,35,18.8,2.43,39.79
7/2/2006,653.59,2.69,21.9,26.5,31,20.4,1.61,21.51
7/3/2006,654.55,7.4,21.9,25.5,29,21.5,0.69,15.92
7/4/2006,654.88,0.01,22.8,27.5,32.2,21.3,1.47,24.73
7/5/2006,655.59,6.26,21.1,28,35,21.3,0.82,33.39
